longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-121.41,40.82,16.0,2668.0,516.0,915.0,362.0,2.3393,7.370165745854318,2.527624309391567,0.19340329835081735,False,True,False,False,False
-119.77,36.91,3.0,7520.0,1143.0,2878.0,1077.0,5.3272,6.982358402970568,2.672237697307087,0.1519946808510618,False,True,False,False,False
-117.97,33.89,14.0,923.0,136.0,420.0,130.0,10.2252,7.099999999994539,3.2307692307667457,0.14734561213432856,True,False,False,False,False
-119.77,36.74,50.0,1325.0,280.0,811.0,281.0,1.8667,4.715302491101525,2.8861209964402543,0.21132075471696518,False,True,False,False,False
-117.74,33.85,4.0,5416.0,820.0,1753.0,583.0,6.9544,9.289879931387771,3.006861063464321,0.151403249630721,True,False,False,False,False
-118.41,34.15,46.0,1628.0,259.0,500.0,258.0,6.083,6.3100775193773995,1.93798449612328,0.15909090909089932,True,False,False,False,False
-122.26,37.9,37.0,2220.0,335.0,903.0,362.0,7.8336,6.132596685081179,2.494475138120858,0.1509009009008941,False,False,False,True,False
-122.1,37.71,27.0,6740.0,1073.0,2723.0,1035.0,5.2131,6.512077294685361,2.6309178743958808,0.15919881305637745,False,False,False,True,False
-118.39,34.07,33.0,5301.0,1281.0,2243.0,1159.0,4.2386,4.573770491802884,1.9352890422776587,0.24165251839275154,True,False,False,False,False
-119.77,36.8,32.0,3461.0,665.0,1507.0,649.0,2.9244,5.332819722649409,2.322033898304727,0.1921409997110606,False,True,False,False,False
-117.75,34.07,52.0,2550.0,586.0,1246.0,576.0,1.6006,4.427083333332565,2.163194444444069,0.22980392156861842,False,True,False,False,False
-122.49,37.76,52.0,1382.0,230.0,708.0,279.0,5.8096,4.953405017919372,2.537634408601241,0.1664254703328389,False,False,False,True,False
-121.86,37.27,19.0,1852.0,268.0,866.0,272.0,5.6139,6.808823529409262,3.1838235294105943,0.1447084233261261,True,False,False,False,False
-122.13,37.47,30.0,1480.0,294.0,1126.0,301.0,4.983,4.916943521593051,3.7408637873741726,0.1986486486486352,False,False,False,True,False
-118.22,33.79,28.0,3008.0,629.0,2537.0,596.0,2.3,5.046979865770965,4.256711409395258,0.20910904255318452,False,False,False,False,True
-117.89,33.61,16.0,2413.0,559.0,656.0,423.0,6.3017,5.704491725766973,1.5508274231674821,0.2316618317447065,True,False,False,False,False
-122.7,38.44,35.0,1304.0,343.0,822.0,304.0,3.2935,4.289473684209115,2.703947368420163,0.26303680981593075,True,False,False,False,False
-118.19,33.8,36.0,2326.0,729.0,2635.0,657.0,2.1985,3.5403348554028096,4.010654490105934,0.3134135855545867,False,False,False,False,True
-122.18,37.74,46.0,2103.0,391.0,1339.0,354.0,2.2467,5.940677966100017,3.7824858757051465,0.18592486923441817,False,False,False,True,False
-117.14,32.8,41.0,2423.0,469.0,1813.0,466.0,2.1157,5.199570815449528,3.8905579399133283,0.19356170037143236,False,False,False,False,True
-118.27,33.96,38.0,1126.0,270.0,999.0,265.0,0.5495,4.249056603771981,3.7698113207532944,0.23978685612786502,True,False,False,False,False
-121.38,38.47,4.0,14418.0,2282.0,6578.0,2140.0,4.5604,6.737383177569779,3.073831775700791,0.15827437924816093,False,True,False,False,False
-118.45,34.27,33.0,1194.0,229.0,839.0,230.0,3.705,5.19130434782383,3.647826086954936,0.1917922948073541,True,False,False,False,False
-118.32,34.2,29.0,2209.0,444.0,952.0,403.0,4.375,5.481389578162411,2.3622828784113246,0.20099592575825256,True,False,False,False,False
-122.32,37.97,33.0,1595.0,292.0,991.0,300.0,4.6937,5.3166666666648945,3.3033333333322323,0.18307210031346813,False,False,False,True,False
-118.35,34.17,44.0,2572.0,613.0,1280.0,570.0,3.5583,4.512280701753594,2.2456140350873253,0.23833592534991296,True,False,False,False,False
-118.57,34.25,34.0,5098.0,778.0,2239.0,778.0,5.6149,6.552699228790932,2.877892030847959,0.15260886622204486,True,False,False,False,False
-119.99,38.94,22.0,3119.0,640.0,786.0,351.0,3.0806,8.886039886037354,2.239316239315601,0.20519397242705337,False,True,False,False,False
-117.76,33.54,28.0,2250.0,329.0,826.0,323.0,6.9257,6.965944272443664,2.557275541794874,0.14622222222221573,True,False,False,False,False
-119.94,37.04,14.0,1636.0,253.0,766.0,225.0,3.125,7.27111111110788,3.4044444444429316,0.15464547677260668,False,True,False,False,False
-118.37,34.16,10.0,2606.0,748.0,1373.0,680.0,3.6128,3.8323529411759067,2.0191176470585264,0.28702993092861523,True,False,False,False,False
-118.18,33.81,27.0,471.0,132.0,315.0,96.0,1.75,4.906249999994889,3.281249999996582,0.2802547770700042,False,False,False,False,True
-118.07,33.73,13.0,1822.0,313.0,643.0,303.0,9.8346,6.013201320130029,2.122112211220422,0.1717892425905504,False,False,False,False,True
-122.12,37.37,18.0,1617.0,231.0,555.0,222.0,8.9021,7.283783783780503,2.4999999999988742,0.14285714285713402,False,False,False,True,False
-117.93,34.03,35.0,2160.0,399.0,1694.0,403.0,3.8581,5.359801488832417,4.203473945408386,0.18472222222221366,True,False,False,False,False
-118.41,33.99,36.0,1089.0,234.0,632.0,215.0,3.6538,5.065116279067412,2.9395348837195634,0.2148760330578315,True,False,False,False,False
-122.1,37.4,23.0,1755.0,508.0,1374.0,506.0,4.3077,3.4683794466396307,2.7154150197623093,0.289458689458673,False,False,False,True,False
-122.27,37.88,52.0,3360.0,648.0,1232.0,621.0,4.2813,5.4106280193228,1.98389694041836,0.19285714285713712,False,False,False,True,False
-118.22,34.23,34.0,3296.0,483.0,1268.0,478.0,8.4802,6.895397489538307,2.6527196652714116,0.1465412621359179,True,False,False,False,False
-121.9,37.36,47.0,1007.0,245.0,581.0,240.0,2.9545,4.195833333331585,2.420833333332325,0.24329692154913174,True,False,False,False,False
-121.76,38.66,17.0,5320.0,984.0,2866.0,928.0,4.1997,5.7327586206890375,3.0883620689651843,0.1849624060150341,False,True,False,False,False
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,6.947890818856837,2.6327543424311086,0.14678571428570905,False,False,False,True,False
-118.41,34.27,38.0,858.0,203.0,1250.0,204.0,2.9219,4.205882352939115,6.1274509803891535,0.23659673659670902,True,False,False,False,False
-119.44,36.58,37.0,1054.0,433.0,879.0,257.0,2.5234,4.101167315173502,3.420233463033689,0.41081593927889837,False,True,False,False,False
-118.16,33.88,30.0,1694.0,398.0,1181.0,383.0,2.9779,4.422976501304328,3.083550913837315,0.2349468713104938,True,False,False,False,False
-119.64,34.43,34.0,3045.0,570.0,1002.0,488.0,5.623,6.239754098359377,2.0532786885241694,0.18719211822659484,True,False,False,False,False
-118.11,33.83,36.0,1784.0,303.0,964.0,299.0,4.2703,5.966555183944493,3.2240802675574503,0.16984304932734473,True,False,False,False,False
-117.99,34.05,35.0,1792.0,317.0,1441.0,306.0,3.7917,5.856209150324884,4.7091503267958466,0.17689732142856154,True,False,False,False,False
-118.52,34.16,39.0,2693.0,478.0,1219.0,435.0,5.17,6.190804597699726,2.8022988505740685,0.17749721500185006,True,False,False,False,False
-122.07,37.37,30.0,2937.0,407.0,1097.0,407.0,7.9813,7.216216216214443,2.695331695331033,0.13857677902621252,False,False,False,True,False
-118.35,34.03,35.0,1438.0,333.0,794.0,306.0,1.975,4.699346405227223,2.5947712418292177,0.23157162726006733,True,False,False,False,False
-119.17,34.21,33.0,1039.0,256.0,1432.0,272.0,3.1103,3.8198529411750664,5.264705882351006,0.2463907603464633,False,False,False,False,True
-122.21,37.49,24.0,2528.0,947.0,2437.0,861.0,2.2746,2.936120789778985,2.8304297328684282,0.374604430379732,False,False,False,True,False
-118.14,33.95,37.0,1462.0,243.0,600.0,236.0,5.2015,6.1949152542346635,2.542372881354855,0.1662106703146261,True,False,False,False,False
-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064,5.023154848045582,2.5600578871197452,0.2039757994814116,True,False,False,False,False
-121.95,37.29,9.0,1503.0,381.0,715.0,349.0,4.6371,4.3065902578784225,2.0487106017186107,0.253493013972039,True,False,False,False,False
-118.07,34.16,35.0,2459.0,438.0,970.0,437.0,4.2143,5.627002288328232,2.219679633866769,0.17812118747457592,False,True,False,False,False
-122.3,37.56,37.0,1962.0,367.0,1267.0,382.0,4.7344,5.136125654448917,3.3167539267007027,0.18705402650355826,False,False,False,False,True
-118.08,34.07,32.0,4089.0,975.0,3775.0,955.0,3.29,4.281675392669708,3.9528795811514184,0.23844460748348648,True,False,False,False,False
-117.93,33.62,37.0,2204.0,428.0,807.0,410.0,7.0516,5.37560975609625,1.9682926829263492,0.19419237749545398,True,False,False,False,False
-118.3,33.96,43.0,2009.0,442.0,1095.0,439.0,2.8299,4.576309794987568,2.4943052391793863,0.22000995520158187,True,False,False,False,False
-122.87,38.48,27.0,3894.0,776.0,1832.0,715.0,3.5085,5.446153846153084,2.5622377622374035,0.1992809450436518,True,False,False,False,False
-122.08,37.69,36.0,2350.0,499.0,1105.0,467.0,3.3021,5.0321199143458175,2.3661670235540972,0.21234042553190585,False,False,False,True,False
-122.9,41.46,31.0,1277.0,263.0,600.0,241.0,1.7292,5.298755186719793,2.4896265560155646,0.20595144870789303,False,True,False,False,False
-117.88,33.76,37.0,2988.0,677.0,2354.0,666.0,3.4345,4.486486486485813,3.5345345345340036,0.22657295850066175,True,False,False,False,False
-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,7.526315789472922,3.018218623481476,0.1323292092522844,True,False,False,False,False
-118.35,34.08,52.0,2088.0,388.0,908.0,375.0,3.8141,5.5679999999985155,2.421333333332688,0.18582375478926313,True,False,False,False,False
-122.31,37.94,38.0,1794.0,349.0,810.0,335.0,3.8343,5.355223880595417,2.4179104477604723,0.1945373467112489,False,False,False,True,False
-119.33,36.22,29.0,1735.0,323.0,805.0,293.0,3.5039,5.921501706482621,2.747440273036605,0.18616714697405268,False,True,False,False,False
-118.08,34.04,20.0,5841.0,1146.0,3273.0,1131.0,4.7222,5.164456233421294,2.893899204243776,0.1961992809450403,True,False,False,False,False
-117.34,33.94,20.0,4589.0,594.0,1660.0,595.0,7.4141,7.71260504201551,2.7899159663860855,0.1294399651340133,False,True,False,False,False
-122.42,37.75,52.0,1564.0,396.0,1162.0,374.0,3.0,4.181818181817063,3.1069518716569235,0.2531969309462754,False,False,False,True,False
-118.4,34.02,40.0,593.0,137.0,371.0,132.0,4.6932,4.49242424242084,2.8106060606039316,0.2310286677908548,True,False,False,False,False
-118.11,33.84,36.0,1756.0,297.0,798.0,287.0,5.5581,6.118466898952573,2.78048780487708,0.16913439635534344,True,False,False,False,False
-116.32,33.28,19.0,1791.0,367.0,327.0,185.0,3.3625,9.681081081075849,1.7675675675666123,0.20491345616972614,False,True,False,False,False
-121.29,37.94,40.0,2827.0,655.0,2037.0,574.0,2.0303,4.925087108013079,3.5487804878042595,0.23169437566323905,False,True,False,False,False
-122.05,39.34,44.0,1064.0,230.0,494.0,175.0,2.875,6.079999999996526,2.82285714285553,0.21616541353381427,False,True,False,False,False
-118.47,34.19,33.0,3879.0,943.0,2113.0,843.0,3.892,4.601423487543938,2.506524317911921,0.24310389275585864,True,False,False,False,False
-122.47,37.75,52.0,1598.0,285.0,689.0,265.0,4.6071,6.0301886792430075,2.599999999999019,0.17834793491863715,False,False,False,True,False
-122.12,37.91,34.0,5683.0,755.0,1962.0,723.0,8.3678,7.860304287689092,2.7136929460577157,0.13285236670772246,False,False,False,True,False
-121.45,38.49,34.0,3573.0,662.0,1540.0,620.0,3.5323,5.7629032258055215,2.4838709677415345,0.18527847746990805,False,True,False,False,False
-118.38,34.21,38.0,1363.0,395.0,1798.0,405.0,2.3182,3.365432098764601,4.43950617283841,0.2898019075568386,True,False,False,False,False
-118.38,34.18,27.0,4834.0,1527.0,3847.0,1432.0,2.1449,3.3756983240221103,2.6864525139662927,0.3158874637980903,True,False,False,False,False
-118.19,34.2,41.0,2031.0,294.0,859.0,302.0,7.419,6.72516556291168,2.8443708609262104,0.14475627769570926,True,False,False,False,False
-118.33,33.88,30.0,1856.0,444.0,899.0,435.0,3.1505,4.266666666665686,2.0666666666661917,0.2392241379310216,True,False,False,False,False
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,2.7458563535904017,2.209944751380605,0.3943661971830589,False,False,False,True,False
-121.8,39.64,25.0,2202.0,422.0,1109.0,403.0,2.8306,5.464019851115269,2.75186104218294,0.1916439600363219,False,True,False,False,False
-121.88,36.96,18.0,4910.0,817.0,1971.0,773.0,5.8325,6.351875808537341,2.5498059508405495,0.1663951120162899,False,False,False,False,True
-118.36,33.88,22.0,1388.0,336.0,930.0,287.0,2.7981,4.836236933796225,3.24041811846577,0.24207492795387303,True,False,False,False,False
-119.54,36.7,20.0,1815.0,375.0,1665.0,357.0,2.2448,5.084033613443954,4.663865546217181,0.20661157024792248,False,True,False,False,False
-120.4,34.86,11.0,1633.0,348.0,504.0,327.0,2.0508,4.993883792047403,1.5412844036692535,0.21310471524799673,True,False,False,False,False
-117.68,33.59,12.0,3473.0,466.0,1569.0,450.0,8.8636,7.717777777776063,3.486666666665892,0.13417794414050865,True,False,False,False,False
-118.29,33.97,43.0,2660.0,672.0,2133.0,588.0,1.7734,4.523809523808754,3.627551020407546,0.25263157894735894,True,False,False,False,False
-118.52,34.18,43.0,1700.0,380.0,930.0,349.0,3.675,4.8710601719183755,2.6647564469906406,0.22352941176469274,True,False,False,False,False
-119.75,36.74,39.0,1740.0,351.0,1098.0,347.0,1.8958,5.014409221900572,3.1642651296820854,0.2017241379310229,False,True,False,False,False
-118.42,34.22,29.0,1807.0,323.0,1234.0,310.0,5.3767,5.829032258062636,3.9806451612890386,0.17874930824570123,True,False,False,False,False
-121.87,37.41,17.0,3719.0,588.0,2089.0,561.0,6.7867,6.62923351158527,3.7237076648834715,0.15810701801559135,True,False,False,False,False
-122.57,37.96,52.0,3458.0,468.0,1449.0,471.0,9.1834,7.341825902333898,3.076433121018455,0.13533834586465773,False,False,False,True,False
-118.43,34.23,35.0,2049.0,390.0,1286.0,385.0,4.4432,5.32207792207654,3.340259740258873,0.1903367496339585,True,False,False,False,False
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,5.869565217365785,3.739130434766352,0.21481481481465572,False,False,False,True,False
-120.43,35.17,16.0,947.0,163.0,477.0,137.0,3.851,6.912408759119042,3.4817518248149772,0.17212249208023525,True,False,False,False,False
-117.62,34.05,33.0,883.0,211.0,1007.0,210.0,2.8281,4.204761904759903,4.7952380952358125,0.23895809739521642,False,True,False,False,False
-122.25,40.17,19.0,3182.0,630.0,1741.0,642.0,1.9727,4.956386292834119,2.711838006230107,0.19798868636077316,False,True,False,False,False
-121.88,37.29,44.0,2026.0,396.0,908.0,383.0,4.1406,5.289817232374598,2.370757180156039,0.19545903257649577,True,False,False,False,False
-120.83,37.77,20.0,1717.0,403.0,1062.0,401.0,1.6759,4.281795511220878,2.648379052368417,0.23471170646475045,False,True,False,False,False
-123.02,38.46,52.0,2154.0,499.0,524.0,259.0,2.0556,8.316602316599106,2.023166023165242,0.23166202414112202,False,False,False,False,True
-118.25,33.97,39.0,1346.0,380.0,1520.0,356.0,1.1635,3.7808988764034326,4.269662921347115,0.2823179791976016,True,False,False,False,False
-119.55,36.51,46.0,1889.0,390.0,971.0,403.0,2.2132,4.687344913150202,2.4094292803964246,0.20645844362095253,False,True,False,False,False
-118.08,33.97,35.0,825.0,155.0,590.0,144.0,4.6333,5.729166666662689,4.0972222222193775,0.1878787878787651,True,False,False,False,False
-116.91,34.0,18.0,553.0,100.0,215.0,82.0,5.5,6.743902439016166,2.6219512195089973,0.18083182640141393,False,True,False,False,False
-117.71,34.03,11.0,3467.0,749.0,2163.0,676.0,3.4267,5.128698224851312,3.199704142011361,0.21603691952696233,False,True,False,False,False
-122.23,38.06,52.0,1350.0,266.0,490.0,257.0,3.125,5.2529182879356995,1.9066147859914762,0.19703703703702244,False,False,False,True,False
-118.01,34.14,23.0,3425.0,754.0,2202.0,729.0,3.52,4.698216735253127,3.0205761316868283,0.22014598540145341,False,True,False,False,False
-121.77,37.74,25.0,494.0,81.0,254.0,85.0,9.1531,5.8117647058755155,2.9882352941141312,0.1639676113359992,False,True,False,False,False
-122.67,38.43,17.0,2007.0,400.0,895.0,403.0,3.2813,4.980148883373454,2.2208436724560245,0.1993024414548979,True,False,False,False,False
-119.2,36.3,19.0,1427.0,311.0,1026.0,293.0,2.625,4.8703071672338325,3.5017064846404433,0.21793973370706252,False,True,False,False,False
-122.47,37.78,52.0,1941.0,436.0,955.0,425.0,4.1339,4.567058823528337,2.2470588235288833,0.22462648119524858,False,False,False,True,False
-122.46,37.74,52.0,2180.0,326.0,856.0,326.0,5.3961,6.687116564415127,2.625766871164839,0.14954128440366285,False,False,False,True,False
-118.44,33.99,43.0,1432.0,308.0,782.0,303.0,4.3333,4.726072607259167,2.580858085807729,0.21508379888266654,True,False,False,False,False
-121.31,38.03,18.0,4893.0,1008.0,3036.0,997.0,2.5212,4.907723169508033,3.04513540621835,0.2060085836909829,False,True,False,False,False
-118.21,34.04,36.0,1825.0,479.0,2097.0,480.0,2.1862,3.8020833333325412,4.36874999999909,0.2624657534246431,True,False,False,False,False
-118.09,34.08,33.0,1430.0,344.0,1165.0,328.0,3.0357,4.3597560975596465,3.5518292682916,0.24055944055942374,True,False,False,False,False
-122.68,38.25,29.0,1315.0,240.0,650.0,228.0,3.8269,5.767543859646594,2.850877192981206,0.18250950570340818,True,False,False,False,False
-117.65,33.48,10.0,3484.0,582.0,1469.0,556.0,5.4188,6.266187050358584,2.6420863309347764,0.16704936854190106,True,False,False,False,False
-118.15,34.69,32.0,1300.0,234.0,712.0,249.0,3.25,5.220883534134449,2.8594377510028677,0.17999999999998614,False,True,False,False,False
-118.23,33.99,5.0,706.0,203.0,839.0,199.0,4.5208,3.547738693465554,4.216080402007932,0.2875354107648318,True,False,False,False,False
-117.43,33.93,31.0,1273.0,262.0,686.0,254.0,2.4922,5.011811023620075,2.70078740157374,0.2058130400628275,False,True,False,False,False
-118.01,33.78,19.0,2648.0,478.0,1160.0,452.0,5.9357,5.858407079644722,2.5663716814153616,0.1805135951661563,True,False,False,False,False
-118.31,33.78,30.0,4573.0,819.0,2411.0,819.0,3.5804,5.583638583637901,2.9438339438335843,0.17909468620161428,True,False,False,False,False
-119.02,35.42,40.0,1089.0,226.0,520.0,218.0,2.2727,4.995412844034406,2.3853211009163373,0.20752984389346119,False,True,False,False,False
-122.66,38.42,14.0,5315.0,1037.0,2228.0,950.0,4.023,5.594736842104674,2.34526315789449,0.19510818438381572,True,False,False,False,False
-117.37,33.19,38.0,861.0,213.0,486.0,204.0,4.1875,4.220588235292049,2.382352941175303,0.2473867595818528,False,False,False,False,True
-118.12,33.79,43.0,1471.0,301.0,767.0,311.0,4.3317,4.729903536975971,2.466237942121394,0.2046227056424062,True,False,False,False,False
-117.86,34.09,29.0,3855.0,585.0,2205.0,609.0,5.5496,6.330049261082704,3.620689655171819,0.151750972762642,True,False,False,False,False
-118.18,34.19,48.0,1371.0,433.0,528.0,155.0,15.0001,8.845161290316875,3.4064516129010283,0.31582786287379166,True,False,False,False,False
-120.72,35.63,31.0,3476.0,644.0,1476.0,567.0,3.3472,6.130511463843716,2.603174603174144,0.18527042577674957,True,False,False,False,False
-121.93,37.72,26.0,3816.0,637.0,1935.0,642.0,4.4697,5.943925233643934,3.014018691588315,0.16692872117399982,True,False,False,False,False
-122.05,38.26,32.0,1070.0,199.0,631.0,195.0,2.6827,5.4871794871766735,3.235897435895777,0.18598130841119756,False,True,False,False,False
-118.26,34.01,46.0,879.0,253.0,1010.0,221.0,2.1776,3.9773755656090604,4.570135746604267,0.2878270762229479,True,False,False,False,False
-122.1,37.72,30.0,2599.0,366.0,922.0,350.0,5.8382,7.425714285712164,2.6342857142849616,0.14082339361292262,False,False,False,True,False
-121.78,38.01,19.0,2688.0,469.0,1216.0,422.0,4.4491,6.369668246443989,2.8815165876770426,0.17447916666666016,False,True,False,False,False
-122.19,37.76,41.0,921.0,207.0,522.0,159.0,1.2083,5.792452830185036,3.283018867922464,0.2247557003257085,False,False,False,True,False
-120.45,34.97,25.0,1920.0,380.0,1434.0,388.0,3.0368,4.948453608246147,3.6958762886588414,0.19791666666665636,True,False,False,False,False
-122.36,40.48,21.0,2333.0,514.0,1308.0,509.0,2.0899,4.583497053044287,2.569744597249004,0.2203171881697291,False,True,False,False,False
-118.06,34.1,42.0,1576.0,313.0,697.0,282.0,4.3523,5.588652482267522,2.4716312056728826,0.19860406091369298,True,False,False,False,False
-121.36,39.52,15.0,2490.0,527.0,1229.0,497.0,2.3917,5.01006036217203,2.4728370221322993,0.21164658634537303,False,True,False,False,False
-118.38,33.83,20.0,2270.0,498.0,1070.0,521.0,4.4615,4.357005758156553,2.0537428023028688,0.2193832599118846,True,False,False,False,False
-116.96,33.94,22.0,1999.0,497.0,1304.0,479.0,1.4063,4.173277661794536,2.7223382045923334,0.2486243121560656,False,True,False,False,False
-117.59,34.1,17.0,3646.0,1035.0,1987.0,895.0,2.3603,4.073743016759321,2.2201117318433274,0.28387273724628953,False,True,False,False,False
-121.93,37.3,14.0,6277.0,1742.0,3025.0,1630.0,4.0653,3.8509202453985365,1.8558282208587817,0.27752110880993663,True,False,False,False,False
-122.62,38.94,14.0,1731.0,400.0,638.0,282.0,2.3179,6.138297872338249,2.2624113475169283,0.23108030040437716,False,True,False,False,False
-118.36,34.16,42.0,2304.0,442.0,862.0,429.0,4.3542,5.3706293706281185,2.009324009323541,0.19184027777776944,True,False,False,False,False
-117.66,34.06,39.0,1405.0,339.0,1489.0,336.0,1.608,4.181547619046374,4.431547619046301,0.24128113879001842,False,True,False,False,False
-119.15,34.83,6.0,8733.0,1600.0,2006.0,736.0,4.5724,11.86548913043317,2.7255434782604993,0.18321309973662908,False,True,False,False,False
-121.99,37.4,24.0,3217.0,689.0,1196.0,684.0,3.4896,4.703216374268318,1.7485380116956506,0.21417469692259203,True,False,False,False,False
-120.87,37.77,9.0,4838.0,920.0,2460.0,923.0,3.5959,5.241603466955011,2.665222101841531,0.19016122364613083,False,True,False,False,False
-116.39,34.15,15.0,5583.0,1149.0,2709.0,964.0,1.9779,5.7914937759330085,2.810165975103443,0.20580333154217795,False,True,False,False,False
-119.6,36.57,42.0,2311.0,439.0,1347.0,436.0,2.5556,5.300458715595115,3.0894495412836953,0.18996105581998313,False,True,False,False,False
-118.14,33.84,45.0,1908.0,361.0,890.0,342.0,4.575,5.5789473684194215,2.602339181285789,0.189203354297684,True,False,False,False,False
-118.29,34.09,28.0,1562.0,648.0,1974.0,597.0,1.9766,2.616415410384821,3.306532663316029,0.41485275288089535,True,False,False,False,False
-122.4,37.74,45.0,2462.0,509.0,1587.0,450.0,2.59,5.471111111109895,3.526666666665883,0.2067424857839071,False,False,False,True,False
-120.75,37.44,27.0,2295.0,424.0,1252.0,350.0,3.6182,6.557142857140984,3.577142857141835,0.18474945533768258,False,True,False,False,False
-118.21,33.91,24.0,1545.0,391.0,1807.0,388.0,2.6429,3.9819587628855717,4.65721649484416,0.25307443365694154,True,False,False,False,False
-121.32,38.64,19.0,8501.0,1558.0,3576.0,1467.0,3.6523,5.794819359236142,2.4376278118607746,0.1832725561698602,False,True,False,False,False
-119.04,35.41,25.0,1577.0,310.0,844.0,309.0,3.0625,5.10355987054851,2.731391585759634,0.19657577679136357,False,True,False,False,False
-117.18,32.75,52.0,1504.0,208.0,518.0,196.0,8.603,7.6734693877511875,2.6428571428557945,0.13829787234041632,False,False,False,False,True
-118.83,34.14,16.0,1956.0,312.0,671.0,319.0,6.4001,6.131661442004348,2.1034482758614095,0.15950920245397956,False,False,False,False,True
-118.24,33.9,39.0,642.0,129.0,475.0,123.0,1.2083,5.219512195117708,3.861788617883039,0.20093457943922102,True,False,False,False,False
-117.11,33.98,25.0,1254.0,312.0,715.0,301.0,2.7344,4.166112956809247,2.3754152823912373,0.24880382775117632,False,True,False,False,False
-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,3.7159,4.574829931971233,1.904761904761257,0.21635687732340397,False,False,False,True,False
-122.33,38.31,14.0,6778.0,947.0,2768.0,1014.0,6.1953,6.684418145955948,2.729783037475076,0.1397167305989947,False,False,False,True,False
-122.54,37.94,39.0,3670.0,775.0,1519.0,788.0,4.4081,4.657360406090779,1.9276649746190446,0.21117166212533484,False,False,False,True,False
-121.41,38.61,36.0,3099.0,605.0,1322.0,623.0,3.4784,4.974317817013647,2.12199036918104,0.195224265892217,False,True,False,False,False
-117.02,33.81,10.0,6317.0,1335.0,2625.0,1094.0,2.3,5.77422303473439,2.399451553930311,0.21133449422193745,False,True,False,False,False
-117.77,34.07,36.0,2922.0,652.0,2392.0,629.0,2.8661,4.645468998409436,3.8028616852140216,0.22313483915125862,False,True,False,False,False
-117.83,33.67,17.0,2634.0,641.0,1454.0,560.0,3.7976,4.703571428570588,2.5964285714281075,0.24335611237660426,True,False,False,False,False
-117.99,33.77,29.0,1312.0,267.0,922.0,255.0,3.1902,5.145098039213669,3.615686274508386,0.20350609756096008,True,False,False,False,False
-119.19,34.16,34.0,2610.0,466.0,1543.0,433.0,3.9722,6.027713625864659,3.563510392608877,0.17854406130267514,False,False,False,False,True
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,4.395189003434916,1.8350515463911221,0.22439405785768377,False,False,False,True,False
-118.56,34.14,23.0,9657.0,1189.0,3585.0,1162.0,10.4399,8.310671256453674,3.0851979345952594,0.12312312312312185,True,False,False,False,False
-122.29,38.3,52.0,935.0,224.0,315.0,207.0,1.8287,4.516908212558205,1.5217391304340475,0.23957219251334336,False,False,False,True,False
-117.91,33.76,20.0,4413.0,433.0,4818.0,1063.0,2.8594,4.15145813734674,4.532455315145387,0.09811919329254253,True,False,False,False,False
-122.26,37.77,52.0,2097.0,444.0,915.0,413.0,2.9899,5.077481840192475,2.2154963680382047,0.21173104434906,False,False,False,True,False
-121.9,37.34,50.0,1345.0,287.0,791.0,254.0,3.5966,5.295275590549097,3.114173228345231,0.21338289962823692,True,False,False,False,False
-121.93,37.74,16.0,3326.0,419.0,1272.0,402.0,6.8806,8.273631840793962,3.164179104476825,0.1259771497294009,True,False,False,False,False
-117.58,33.66,4.0,3305.0,644.0,1693.0,597.0,5.2497,5.536013400334081,2.8358458961469286,0.19485627836610606,True,False,False,False,False
-122.53,37.97,52.0,205.0,119.0,228.0,132.0,1.9063,1.5530303030291266,1.727272727271419,0.5804878048777656,False,False,False,True,False
-119.03,36.08,19.0,2736.0,549.0,1432.0,503.0,2.6944,5.439363817096334,2.8469184890650405,0.20065789473683476,False,True,False,False,False
-121.92,37.24,26.0,6777.0,1051.0,3319.0,1061.0,6.3663,6.387370405277437,3.1281809613569154,0.15508337022281016,True,False,False,False,False
-122.31,37.92,12.0,1895.0,600.0,983.0,519.0,2.5,3.6512524084771383,1.8940269749514653,0.31662269129285925,False,False,False,True,False
-119.99,38.93,23.0,1882.0,414.0,673.0,277.0,2.9091,6.794223826712349,2.4296028880857654,0.21997874601486608,False,True,False,False,False
-120.44,34.64,8.0,787.0,126.0,446.0,133.0,4.6023,5.917293233078258,3.3533834586440956,0.16010165184241928,False,False,False,False,True
-118.17,33.86,44.0,1701.0,396.0,1091.0,384.0,3.025,4.429687499998846,2.8411458333325936,0.2328042328042191,True,False,False,False,False
-122.67,38.47,16.0,3452.0,791.0,1567.0,731.0,2.4722,4.722298221613581,2.1436388508888995,0.22914252607183577,True,False,False,False,False
